userID,itemID,rating,quantity
73,455,3.5,3
389,667,5.0,12
332,2093,4.0,1
135,858,4.0,3
160,150,3.0,2
256,350,4.5,6
387,49,3.0,6
381,14,4.5,2
118,395,5.0,3
605,3337,3.0,3
580,2048,5.0,1
517,156,0.5,6
477,641,3.0,2
29,91,4.0,64
414,526,1.0,12
489,330,0.5,5
274,130,2.0,12
249,182,3.5,4
434,2076,5.0,3
153,721,0.5,1
600,1066,3.0,24
160,4,1.0,72
18,741,4.0,120
187,665,4.0,25
249,374,3.0,1
274,667,3.0,12
610,12,3.5,2
554,113,5.0,3
490,1073,2.5,1
428,9,2.0,2
477,646,4.0,12
462,630,4.0,1
20,1056,4.5,4
560,2954,3.0,5
606,1100,3.5,6
79,700,5.0,1
35,81,5.0,12
414,288,4.0,30
361,30,4.0,3
477,2542,4.0,4
607,3270,2.0,4
177,859,3.5,72
202,1304,4.0,8
1,146,5.0,10
525,155,3.0,2
217,212,2.0,1
217,1637,3.0,240
160,1241,1.0,1
89,313,1.0,2
125,1920,4.0,1
41,3,3.0,12
352,1235,4.5,6
140,130,3.0,6
357,1520,4.0,2
414,84,2.5,4
274,1244,3.5,12
572,2827,4.0,12
76,350,3.0,6
212,1658,3.0,72
160,91,1.0,10
338,2373,2.5,12
599,3319,3.0,1
156,2546,3.0,2
249,416,3.0,6
314,1469,5.0,200
472,15,4.0,16
492,1430,3.0,2
5,409,5.0,2
182,936,4.0,6
89,30,3.5,2
280,1324,4.5,2
131,1123,3.5,18
266,371,4.0,3
410,3011,4.0,1
275,13,3.0,1
249,225,3.5,4
474,382,1.5,12
64,1404,2.0,2
20,245,1.0,8
341,120,4.5,1
132,2485,3.0,2
198,312,3.0,2
76,614,4.0,10
608,2192,3.0,6
318,2804,3.5,1
332,516,4.0,4
297,2808,3.0,6
323,94,4.0,24
241,18,4.0,12
483,399,4.0,8
77,409,3.0,2
83,1100,3.5,6
474,182,4.5,8
287,1378,3.5,1
594,1246,5.0,1
380,378,5.0,6
332,345,3.5,4
167,1624,0.5,4
67,334,4.5,3
119,637,5.0,6
603,241,4.0,8
605,1262,4.5,12
135,182,4.0,4
184,744,3.5,2
274,63,5.0,6
599,12,2.5,2
590,403,2.0,25
288,120,4.0,1
298,1407,1.5,6
19,383,3.0,3
317,2143,3.0,6
497,294,3.0,12
89,1180,4.5,12
325,1412,4.0,2
68,312,2.5,4
20,182,4.0,8
45,1030,4.0,1
382,214,5.0,6
212,282,4.5,1
82,70,4.5,96
232,256,2.5,12
52,1118,5.0,4
109,20,3.0,10
387,1071,4.0,24
474,1119,4.0,2
436,3147,3.0,24
247,982,4.0,1
232,2400,3.0,24
380,88,5.0,2
217,1748,3.0,24
115,6,4.0,1
167,849,3.0,5
465,3005,4.0,6
64,1772,3.5,3
219,1984,3.5,1
599,1820,3.0,1
95,2020,3.5,4
570,400,3.5,6
610,2464,2.5,2
220,1233,4.0,6
373,2392,4.0,12
462,554,1.5,2
227,139,4.0,3
84,71,3.0,6
341,210,4.0,10
122,1718,4.0,2
599,2954,5.0,3
264,287,4.0,24
275,440,4.0,25
66,390,4.0,8
489,2392,2.5,2
307,1589,2.0,12
178,2,4.5,8
305,2808,5.0,5
608,1633,3.5,1
184,147,3.5,100
139,137,1.5,4
305,1894,3.0,8
606,176,4.0,3
510,3184,4.5,36
414,1624,2.5,6
156,861,3.0,12
313,15,4.0,24
414,1693,2.0,1
266,1792,3.0,24
517,2575,2.5,4
582,365,4.0,2
20,777,4.5,1
448,2286,2.0,2
469,657,1.0,2
89,653,5.0,1
484,638,4.5,10
448,1341,2.5,1
140,187,3.0,108
504,91,3.5,8
135,15,5.0,24
105,271,3.5,6
599,322,3.0,2
596,3270,2.5,2
571,841,4.0,6
561,145,3.0,10
176,388,5.0,1
330,892,3.5,4
603,86,4.0,2
488,3108,3.5,2
232,761,5.0,4
520,464,5.0,1
555,1026,3.0,2
474,2079,4.0,6
232,365,3.0,30
156,539,3.0,4
219,567,3.0,36
34,1614,5.0,1
373,1811,5.0,12
527,512,5.0,6
540,484,4.0,3
448,594,2.0,5
22,412,4.5,6
425,1,3.5,24
580,3244,3.5,12
221,260,5.0,1
352,841,3.5,24
581,186,3.5,2
606,240,4.5,4
177,145,2.5,20
600,1262,3.0,12
275,448,4.0,12
330,904,1.5,1
73,574,3.5,3
563,719,3.5,10
596,2177,2.0,336
555,442,2.0,6
308,1598,1.0,1
307,1726,1.0,12
139,603,1.0,1
240,1701,5.0,24
514,434,4.0,36
242,1225,4.0,16
247,2534,3.0,6
447,531,4.0,3
477,592,4.0,4
432,765,4.0,12
64,1963,2.5,1
62,700,4.5,12
280,219,3.5,12
380,459,5.0,1
166,14,3.5,1
219,24,2.0,5
517,426,1.0,2
307,407,3.5,5
51,1807,4.0,1
6,509,3.0,1
483,112,3.5,1
171,249,5.0,8
560,824,4.0,6
462,868,2.0,16
27,1429,2.0,24
590,13,2.5,18
448,803,2.0,96
480,1508,3.0,2
249,410,4.0,3
608,177,4.0,13
425,1296,3.0,24
140,493,3.0,12
62,1322,4.5,6
522,1941,4.0,2
95,345,4.5,12
564,640,3.5,2
608,1862,3.0,12
301,946,4.0,4
461,1361,0.5,6
346,113,4.0,2
167,932,3.5,24
448,338,1.5,12
448,3012,3.0,1
438,1018,3.5,1
599,892,3.0,2
256,485,4.0,6
527,1633,5.0,6
298,1560,2.5,3
608,63,4.5,6
76,528,4.5,1
105,91,4.0,6
290,1059,4.0,16
331,1350,2.0,12
580,3006,3.5,10
249,523,4.0,6
610,2815,2.0,4
62,0,4.0,2
305,943,4.0,10
600,2668,3.5,2
9,291,4.0,4
385,614,5.0,2
438,338,4.0,1
212,2338,2.5,12
217,717,1.0,10
599,1589,2.5,12
298,1955,0.5,1
296,1772,3.5,3
338,1589,2.5,12
393,4,4.0,6
298,1589,4.0,12
577,1699,5.0,6
490,1134,3.0,1
279,959,3.0,144
462,2535,1.5,3
182,135,4.0,24
480,2524,3.0,4
346,1603,2.0,1
42,1530,3.0,12
122,1509,4.5,1
249,2517,3.0,5
517,1247,1.0,16
525,772,4.5,2
438,186,3.0,24
21,294,4.0,5
408,2999,4.0,30
414,402,2.0,2
448,2998,4.0,2
448,1795,2.5,1
368,1683,3.0,2
608,853,2.5,50
104,357,3.5,6
432,1765,4.0,1
608,420,3.5,6
509,1102,1.5,10
326,990,3.5,12
202,72,3.0,3
357,3041,4.0,1
367,1134,4.0,1
125,1552,3.0,1
414,338,3.5,12
51,1547,4.0,2
144,1715,3.0,240
33,1600,5.0,4
438,633,0.5,2
497,368,2.5,25
393,2942,5.0,12
483,1502,4.5,12
469,3009,2.0,3
89,139,4.5,6
274,346,3.5,3
4,33,5.0,6
305,367,4.0,4
499,121,5.0,12
156,141,4.0,2
525,1070,3.5,1
265,1416,5.0,12
600,3050,2.0,10
7,590,1.5,6
525,911,3.5,3
504,611,4.0,3
378,1065,4.0,1
448,105,1.5,5
190,139,3.5,2
414,2535,2.0,1
489,47,1.0,12
341,555,4.0,10
160,395,4.0,12
526,155,3.5,1
354,1528,3.5,4
182,897,3.5,1
458,3159,5.0,6
448,251,3.5,1
370,147,3.5,10
268,2072,4.0,72
387,2808,4.0,18
483,395,2.5,8
381,2997,4.0,12
198,91,2.0,12
495,162,4.0,24
592,148,3.0,12
470,649,3.0,5
80,187,3.0,27
89,2237,5.0,6
599,897,0.5,2
381,990,3.5,6
401,464,3.5,2
66,699,4.5,7
520,286,4.0,3
356,1228,5.0,1
570,2879,4.0,24
444,1529,3.0,1
406,862,3.5,1
387,1520,4.0,1
594,14,2.0,2
560,614,2.5,3
171,2367,4.0,4
62,1789,4.0,10
328,366,4.5,1
66,604,4.5,3
553,2806,3.5,1
448,417,5.0,1
600,1144,3.0,12
607,1430,4.0,12
477,172,3.5,6
351,2665,4.0,24
240,2100,3.0,12
138,1169,3.0,1
292,366,3.5,2
217,565,3.0,2
68,632,3.0,2
125,1022,3.5,1
93,1496,5.0,4
391,1701,4.0,2
242,141,3.0,50
416,286,2.5,2
294,46,3.0,12
387,3052,3.0,1
82,1145,2.5,48
368,251,4.0,1
391,841,5.0,6
111,1593,4.0,1
248,535,4.0,6
167,1069,3.0,6
274,1189,3.5,10
265,116,4.0,8
499,381,3.5,4
256,1589,4.0,1
244,1258,5.0,8
33,901,2.0,1
570,943,3.5,6
274,1362,3.5,24
298,899,2.5,32
537,50,4.0,140
90,1362,3.0,24
232,1023,5.0,300
104,4,4.0,12
177,174,4.0,6
496,3072,3.0,1
269,163,4.0,1
101,1552,3.0,8
91,829,3.5,2
169,130,5.0,32
298,916,4.0,4
586,1689,2.5,1
474,886,4.0,2
474,3181,3.0,4
594,273,5.0,2
605,1412,2.5,7
188,1512,5.0,1
605,3338,2.0,3
64,932,3.5,2
567,1086,1.0,6
263,108,5.0,2
274,2758,2.5,24
234,526,4.0,30
263,1024,4.0,2
586,3301,5.0,1
305,1847,5.0,2
249,72,3.0,3
52,491,5.0,6
216,1322,3.0,4
474,982,2.0,10
68,1080,3.5,2
28,1515,2.0,12
527,946,4.0,6
102,224,4.0,2
565,848,4.0,3
607,3316,2.0,4
140,1410,3.0,24
462,402,3.5,120
196,404,3.0,6
234,160,5.0,6
140,639,4.0,3
317,13,4.0,4
165,91,4.0,128
414,388,4.0,24
449,1115,0.5,50
448,47,1.5,12
514,871,2.0,32
40,1374,5.0,1
9,54,3.0,2
381,1549,5.0,36
580,396,3.0,48
213,842,3.0,10
474,181,4.5,12
42,1683,1.0,1
541,91,3.0,6
523,1444,5.0,3
121,271,4.0,10
317,127,4.0,20
387,868,4.5,16
448,886,2.5,1
21,83,5.0,1
89,1045,5.0,6
448,1081,4.5,12
274,935,4.0,3
288,2276,3.0,2
570,1027,4.0,12
474,429,3.5,1
414,3008,2.0,12
143,973,4.0,1
414,1720,3.0,4
529,739,3.0,8
602,1058,5.0,1
298,415,2.0,1
263,476,3.5,60
182,1274,4.5,1
261,253,3.0,10
19,381,2.0,2
73,1981,2.5,12
560,141,4.0,10
603,234,1.0,10
573,388,4.5,8
28,1089,3.5,1
599,3337,3.0,4
391,1373,5.0,2
401,3005,4.5,2
483,3046,3.0,3
202,2,5.0,24
282,581,4.0,12
602,719,3.0,1
455,215,2.0,1
140,518,2.0,6
121,423,1.0,20
305,2012,5.0,2
495,3046,4.5,10
425,137,4.0,2
474,2384,4.5,1
98,472,3.5,4
202,2703,3.0,3
438,766,4.0,12
561,11,3.0,6
414,138,4.5,3
594,3301,4.0,1
178,494,4.5,2
226,328,4.0,12
380,1811,2.0,6
477,337,4.0,6
217,1697,3.0,2
369,1319,3.0,6
177,1411,3.0,6
381,2160,3.5,1
224,161,4.0,480
249,636,4.0,1
144,330,3.0,3
314,2632,3.0,82
305,7,5.0,2
387,508,4.0,10
109,893,3.0,1
385,1633,2.0,3
489,1341,5.0,24
7,178,4.5,1
339,1115,2.5,12
232,139,3.0,6
318,466,3.5,48
18,989,4.5,12
603,646,5.0,12
290,831,3.0,12
274,1140,3.5,24
287,1000,4.5,2
469,1878,3.0,3
19,1135,3.0,2
96,14,4.0,6
597,477,5.0,3
273,372,4.0,8
414,76,4.0,25
305,139,1.0,9
419,162,2.0,3
533,3051,5.0,1
389,2695,5.0,12
505,389,5.0,8
501,945,3.0,12
543,272,5.0,2
515,57,5.0,200
73,1116,4.0,3
339,1164,3.5,2
307,991,3.0,10
288,1003,4.0,1
474,532,4.0,20
232,524,4.5,2
57,753,5.0,2
249,1136,4.0,6
216,410,4.0,12
414,842,4.0,10
57,1327,4.0,12
596,1333,3.0,12
339,273,4.5,6
553,2093,3.5,1
64,112,3.0,2
469,1340,4.0,3
181,1016,2.0,2
167,238,3.0,1
555,243,5.0,1
517,954,3.5,12
199,288,4.0,12
385,1331,4.0,4
380,26,4.0,3
365,2383,3.5,1
608,658,4.0,1
332,1341,4.0,7
554,2568,5.0,1
274,132,3.5,1
477,377,4.0,2
474,1955,3.5,4
252,506,4.0,2
522,1666,4.5,1
4,375,3.0,12
58,399,5.0,2
188,1530,5.0,11
515,186,5.0,24
182,373,4.0,6
603,932,5.0,3
274,1505,4.0,6
169,1050,4.0,4
368,416,4.0,36
468,131,3.0,6
24,130,4.0,11
365,210,3.0,1
169,1411,5.0,60
600,1427,3.5,6
282,531,3.5,3
358,554,4.5,10
581,1795,4.5,12
156,219,3.0,12
215,990,4.5,6
160,345,5.0,5
599,2811,2.5,12
390,211,3.5,8
437,409,3.0,2
256,449,3.5,24
610,868,5.0,16
169,887,3.0,120
66,102,3.0,1
23,479,3.0,1
322,409,4.0,2
307,2958,3.5,4
169,313,5.0,120
474,1955,3.0,1
56,415,5.0,1
313,876,3.0,12
63,242,0.5,6
474,1949,3.0,2
216,207,3.0,3
368,91,4.0,32
149,289,4.0,1
280,1651,4.0,4
469,1741,2.0,2
599,162,2.0,24
202,263,4.0,8
564,328,4.0,6
474,828,3.0,12
82,2181,2.5,1
42,1125,4.0,3
203,91,3.0,42
603,142,4.0,10
346,2534,4.0,6
380,186,3.0,1
274,862,3.0,1
560,975,3.0,16
380,1523,2.5,6
437,140,3.0,10
573,614,4.5,2
453,3016,4.0,2
453,53,4.0,36
385,324,3.0,6
599,312,3.0,2
599,253,1.5,10
567,2499,1.5,16
249,1699,3.5,24
255,13,5.0,6
603,3326,2.0,24
448,149,3.0,12
20,14,3.5,36
352,1846,3.0,1
40,1197,4.0,12
527,1033,5.0,2
246,239,4.0,3
274,2808,3.5,6
249,2017,4.5,12
381,1734,4.0,1
175,1100,5.0,6
339,139,3.5,6
125,239,4.5,4
448,552,3.0,2
279,98,4.0,72
19,915,3.0,240
88,403,5.0,25
603,2258,3.0,2
95,1649,4.0,2
603,3325,4.0,4
483,2138,4.5,12
318,2024,3.5,3
385,357,3.0,6
553,399,5.0,4
262,604,4.0,50
309,758,2.5,1
380,1426,5.0,5
298,539,3.0,5
186,1000,4.0,2
599,1102,1.5,1
265,648,1.0,2
599,160,3.0,2
562,15,4.5,8
68,1394,4.5,3
159,289,4.5,6
100,396,4.5,30
288,419,3.0,1
420,936,4.0,6
434,1341,2.5,2
199,390,3.0,16
483,3223,3.5,2
509,1180,3.5,12
307,1221,1.0,4
256,614,3.5,2
160,761,4.0,1
567,2019,1.5,12
91,1628,2.5,2
288,144,2.0,1
468,2247,3.0,2
489,2941,3.5,5
428,916,1.0,4
47,346,2.0,6
121,49,4.0,2
560,73,2.5,3
354,1701,4.0,12
226,224,2.5,12
599,2959,4.0,2
221,146,5.0,100
353,1523,5.0,6
351,2498,3.0,16
401,2554,3.5,2
524,2079,5.0,3
282,842,4.5,2
280,505,2.0,5
599,464,2.5,1
227,1816,4.0,3
139,1080,4.0,2
580,3309,2.0,6
608,539,3.5,6
592,2535,4.0,6
448,1026,1.0,2
307,794,3.0,10
305,141,5.0,1
318,162,3.5,48
199,71,4.0,3
599,730,2.0,24
246,2320,4.5,4
101,24,4.0,1
524,1028,5.0,12
140,286,4.0,1
377,2485,4.0,10
397,603,2.5,12
448,657,4.5,2
599,3342,2.0,2
414,1262,3.0,72
607,3051,4.0,4
606,2554,4.0,2
318,2464,3.5,4
76,1166,3.5,12
288,415,3.0,1
599,1265,2.5,12
105,271,4.5,1
517,156,4.0,2
307,1475,4.0,25
480,669,4.0,1
563,3197,4.0,1
572,3331,4.0,2
19,373,3.0,48
82,211,3.5,1
577,438,4.0,48
524,3244,3.0,4
483,425,4.5,24
74,132,4.5,4
474,859,5.0,24
63,1539,3.5,3
517,1735,2.0,141
598,429,5.0,6
132,316,2.0,5
90,617,5.0,2
490,941,3.0,1
217,1648,2.0,4
474,833,5.0,1
304,1033,5.0,4
41,1468,3.0,6
525,762,1.0,1
198,291,5.0,1
169,1046,5.0,24
313,148,3.0,2
381,1199,3.5,12
474,2168,2.0,1
567,3327,3.0,2
425,2856,3.0,6
387,135,1.5,6
274,2442,3.5,1
599,2154,2.5,1
610,3192,3.0,6
113,91,2.0,32
599,91,2.5,14
387,483,3.0,4
155,1382,3.0,1
448,365,1.5,2
432,3045,5.0,10
577,1720,4.0,1
590,2485,3.5,12
465,226,5.0,36
202,448,5.0,12
448,667,2.0,12
606,91,4.0,32
435,647,4.0,1
68,775,2.5,1
249,2261,3.0,4
66,998,3.0,3
305,430,5.0,1
73,1562,4.0,12
249,149,4.0,12
452,1061,4.0,1
57,576,3.0,12
559,467,1.0,48
408,3050,4.0,2
489,989,4.0,2
500,1076,3.0,12
381,143,3.5,10
63,658,5.0,1
499,1341,4.5,4
107,1775,4.0,72
136,2004,1.0,48
239,91,4.5,8
64,105,3.0,24
434,803,1.0,1
414,526,5.0,12
89,2253,3.5,1
525,977,3.5,4
212,2380,3.0,3
84,2210,4.0,1
32,173,4.0,12
603,2100,4.0,12
31,620,4.0,1
599,533,3.0,6
510,2608,3.5,24
82,238,4.0,4
411,28,3.0,8
86,1593,4.5,3
160,333,5.0,4
599,1025,2.0,1
22,1367,2.5,2
98,2307,4.0,1
103,331,3.0,6
380,1235,3.5,6
80,850,4.0,4
68,973,1.5,3
75,2153,4.0,1
305,1021,4.0,2
73,2122,3.5,24
368,1246,2.0,2
403,854,3.0,6
45,145,4.0,2
458,1125,5.0,3
23,1003,3.0,2
234,848,3.0,6
234,412,2.0,6
33,444,4.0,4
142,1266,5.0,24
41,30,5.0,1
453,644,4.0,1
480,86,3.5,2
305,236,3.0,10
474,346,2.5,2
15,824,5.0,2
140,113,3.0,1
239,999,3.5,12
27,52,2.0,12
221,519,4.0,40
29,1557,4.5,2
287,437,2.0,6
149,2292,1.0,1
213,241,4.0,4
339,405,2.5,4
599,1144,3.0,12
292,312,3.5,4
318,2339,3.0,2
58,643,5.0,1
610,2999,2.0,1
462,646,4.0,10
239,1741,4.0,12
353,108,4.0,6
304,1089,4.0,2
600,3043,3.5,1
284,1539,4.0,6
510,1200,3.5,6
354,317,3.5,10
570,1272,4.0,12
307,2143,3.5,6
64,922,2.5,2
202,113,4.0,3
103,526,4.0,13
51,1798,4.0,24
221,1285,4.0,4
41,636,3.0,23
282,2808,5.0,6
326,464,4.5,3
22,537,1.0,2
45,137,5.0,3
477,1000,3.5,2
10,683,4.0,6
68,592,3.5,3
380,2099,3.0,12
364,502,5.0,3
140,849,5.0,3
474,47,4.0,12
608,2668,2.0,1
107,415,4.0,2
313,746,4.0,1
279,2239,3.5,12
168,1170,4.0,1
287,57,3.0,10
216,1050,5.0,2
64,242,3.0,2
274,1186,2.0,1
332,73,3.5,1
603,766,4.0,12
27,1011,4.0,2
146,1726,4.5,12
590,1811,1.5,6
380,2806,5.0,6
580,2900,4.0,1
555,888,2.0,2
182,130,4.5,10
477,1719,4.0,15
379,73,2.0,120
135,1027,1.0,1
479,120,5.0,1
6,458,3.0,4
28,438,4.5,1
599,2936,3.0,1
428,435,2.0,12
580,64,4.5,6
599,3321,2.5,2
91,102,2.5,4
380,811,2.5,12
143,202,4.0,24
249,2838,3.5,1
509,537,4.0,10
287,2548,2.0,1
288,149,1.0,12
553,220,3.0,2
448,380,2.0,12
534,3101,4.0,1
305,1440,5.0,7
439,723,2.0,1
569,741,5.0,48
504,1862,4.5,1
480,1803,4.5,1
531,935,2.0,1
438,3050,5.0,2
464,611,3.5,12
474,931,4.0,24
603,549,5.0,10
599,536,2.0,1
4,290,4.0,6
358,1660,3.0,12
173,188,5.0,6
45,464,5.0,2
58,145,5.0,2
525,3018,4.5,1
325,1426,4.0,1
111,384,4.5,4
395,2999,3.0,20
333,2954,2.0,10
247,990,2.0,1
24,91,4.0,10
282,522,4.0,12
105,503,4.0,3
83,261,4.0,2
599,868,3.0,16
232,147,3.5,10
469,2383,1.0,50
183,189,5.0,1
299,1608,3.0,1
160,138,3.0,4
91,4,2.5,16
219,636,1.0,2
182,758,2.0,1
140,211,3.0,1
437,614,3.0,10
381,182,2.0,1
553,437,5.0,1
422,1397,4.0,12
307,2089,3.5,132
428,1301,2.0,2
167,1741,3.5,12
387,448,4.0,12
169,625,4.0,1
361,313,3.5,2
425,102,4.0,1
560,140,3.5,3
599,19,3.5,12
45,18,5.0,1
592,3292,3.0,2
84,645,3.0,12
447,3019,4.0,1
567,135,2.5,6
249,2494,3.0,1
182,38,4.5,2
474,1134,3.5,4
602,156,5.0,1
155,382,3.0,3
284,181,3.0,1
432,556,3.5,1
41,412,4.0,6
177,803,4.0,1
80,1448,4.5,2
586,1659,3.0,24
460,1559,4.0,6
356,144,3.5,3
520,245,4.0,150
517,3193,2.5,1
184,212,4.0,24
274,2624,4.0,25
489,368,2.5,25
505,1086,5.0,12
554,368,5.0,25
414,1393,4.0,12
509,150,3.0,2
602,468,3.0,25
195,52,4.0,6
298,141,2.0,10
218,629,4.0,6
372,3006,3.0,2
239,1231,4.0,2
599,465,3.0,1
240,2286,5.0,24
137,2057,3.5,1
137,2472,4.0,24
590,365,2.5,2
382,528,3.5,12
559,137,3.0,6
523,204,4.0,1
336,2966,5.0,1
307,1593,0.5,1
109,1061,5.0,12
1,9,4.0,8
596,409,3.0,2
387,2392,3.5,12
474,219,3.5,3
382,100,3.5,12
294,959,4.0,4
368,1648,3.0,2
187,1532,4.0,4
448,2802,1.5,2
182,1429,5.0,12
313,314,3.0,72
122,1353,5.0,24
441,982,4.0,10
514,3252,3.0,1
563,933,4.0,12
342,1741,4.0,12
318,2805,3.5,2
42,952,2.0,12
50,55,3.5,4
420,506,3.5,12
103,1830,4.5,2
47,473,4.0,12
562,662,5.0,1
483,245,4.0,50
62,79,4.5,8
436,813,3.0,48
597,3262,5.0,3
75,674,1.0,1
483,1559,4.0,6
497,2245,2.5,2
313,2285,3.0,12
45,348,3.0,6
152,321,4.5,10
125,239,3.5,6
599,2535,3.5,2
50,20,1.5,16
448,1913,2.0,24
391,1256,2.0,1
599,423,3.0,25
76,672,4.5,1
448,2038,1.0,1
125,181,4.0,6
68,341,2.5,1
560,614,4.0,20
177,121,3.5,12
599,156,2.5,6
534,2853,4.5,1
304,328,5.0,6
160,2328,4.0,1
536,164,3.0,4
419,109,5.0,3
448,3148,2.0,12
596,3359,4.5,24
428,1525,3.5,6
313,741,4.0,24
552,1125,4.0,1
460,3163,4.5,6
210,346,4.5,3
361,145,2.0,10
380,425,4.0,24
531,455,4.0,16
20,646,3.0,1
282,1527,4.5,2
292,74,3.5,3
391,2814,3.0,3
199,187,1.0,18
382,523,1.0,12
593,289,4.0,6
599,2554,2.5,10
91,932,4.5,6
140,477,3.0,12
111,629,0.5,6
239,833,4.5,6
382,211,1.0,2
232,612,4.5,24
448,2075,5.0,6
448,2813,4.0,2
596,792,3.5,12
346,21,3.5,1
599,455,3.0,16
608,1265,4.0,24
352,2825,2.0,1
599,3250,2.5,48
182,409,3.0,4
182,25,4.0,6
160,85,4.0,1
91,374,3.0,1
448,1605,1.5,8
96,431,5.0,24
482,1798,5.0,6
339,376,5.0,12
489,566,4.0,16
372,2808,2.0,6
274,552,3.0,3
387,351,4.5,6
561,118,3.0,24
18,1039,4.0,25
414,275,4.0,8
382,407,3.0,4
365,2099,3.0,12
597,3006,4.0,20
307,1062,2.5,3
307,2805,2.0,4
325,3,3.0,6
45,139,4.0,1
68,477,3.0,2
382,1322,4.0,6
448,847,2.0,4
605,465,2.0,12
367,2287,4.0,12
383,2663,4.0,1
524,1552,3.0,3
573,412,4.0,3
495,24,4.0,6
448,1528,4.0,1
596,2954,4.5,5
414,324,2.5,12
414,3009,3.0,12
382,3047,1.0,10
462,210,4.0,6
307,2803,4.0,7
103,2320,4.0,2
215,758,2.5,12
590,464,4.0,1
160,1805,1.0,4
322,75,3.5,4
561,3186,5.0,12
57,385,2.0,2
503,932,4.0,8
71,2113,4.0,2
222,547,3.5,10
414,2813,2.5,1
567,559,0.5,1
1,104,5.0,24
603,111,5.0,12
474,287,4.5,12
18,215,3.5,36
571,3295,1.0,6
110,846,4.5,3
53,647,5.0,2
514,3047,4.0,10
288,1122,2.0,6
288,180,4.0,6
362,217,5.0,4
596,2883,4.0,2
322,137,4.0,12
304,2523,3.0,1
606,1471,2.0,1
68,547,4.0,10
62,718,5.0,6
428,508,1.0,1
330,271,5.0,100
594,416,4.5,8
186,187,3.0,18
62,932,5.0,1
483,621,4.5,12
111,2194,5.0,6
590,3269,3.0,1
582,1598,5.0,12
469,131,4.0,12
177,703,1.0,32
111,1395,3.5,1
448,3148,5.0,2
573,347,5.0,6
414,936,3.5,12
332,847,3.5,40
475,2997,3.5,4
